address,type,x-text
56edd0,string,"%d: num_items = %d jres = %d"
56edf0,string,"%d: KEY OFF: %d"
56ee00,string,"%d: KEY ON : %d"
56ee10,string,"%d: input num_items = %d dwOfs = %d; data = %d"
56ee4c,string,"door.cpp"
56ee58,string,"DMUSIC.DLL"
56ee64,string,"audio_info_space"
56ee78,string,"scorefx_space"
56ee88,string,"particle_space"
56ee98,string,"light_space"
56eea4,string,"sprlist_space"
56eeb4,string,"artic_space"
56eec0,string,"carcontrol_space"
56eed4,string,"map_door_space"
56eee4,string,"weapon_space"
56eef4,string,"sid_space"
56ef00,string,"tile_anim_space"
56ef10,string,"rigid_body_space"
56ef24,string,"unused"
56ef2c,string,"moving_object_space"
56ef40,string,"animating_object_space"
56ef58,string,"charlist_space"
56ef68,string,"mission_stack_space"
56ef7c,string,"character_space"
56ef8c,string,"ped_space"
56ef98,string,"miss_space"
56efa4,string,"car_space"
56efb0,string,"sparse_space"
56efc0,string,"collision_space"
56efd0,string,"sprite_space"
56efe0,string,"corner_space"
56eff0,string,"objects"
56f004,string,"DirectX Error: %s"
56f018,string,"No Error Message Declared"
56f034,string,"Too many %s phones for %s gang"
56f054,string,"Too many lines in briefing %s"
56f074,string,"Couldn't find attract mode file %s"
56f098,string,"Briefing %s too long to wrap"
56f0b8,string,"Briefing %s too long"
56f0d0,string,"text identifier not found : %s"
56f0f0,string,"Invalid ambient light value : %f"
56f118,string,"Unable to find a route from (%.4f, %.4f, %.4f) to (%.4f, %.4f, %.4f) in car id: %d model: %d"
56f178,string,"Invalid fraction : %f"
56f190,string,"No direction arrow found in block (with slope!!). ( %f, %f, %f)"
56f1d0,string,"Invalid diagonal block at (%.4f, %.4f, %.4f)"
56f200,string,"Illegal coordinate: (%.4f, %.4f, %.4f)"
56f228,string,"Placing gang phone when no gang at: (%.4f, %.4f)"
56f25c,string,"Invalid z co-ord in sprite type %d at (%f,%f,%f)"
56f290,string,"Invalid y co-ord in sprite type %d at (%f,%f,%f)"
56f2c4,string,"Invalid x co-ord in sprite type %d at (%f,%f,%f)"
56f2f8,string,"Error in set-up of park command. Walls intruding on the park's triggerspace! Door coords: (%d, %d, %d)"
56f360,string,"Failed to create carriage at: (%d, %d, %d)"
56f390,string,"Illegal block for train creation. Coordinates: check stopzone! ( %d, %d, %d)"
56f3e0,string,"Attempting to enable road at illegal coordinates: check Z! ( %d, %d, %d)"
56f430,string,"Attempting to disable road at illegal coordinates: check Z! ( %d, %d, %d)"
56f47c,string,"Train on a block with incorrect arrow : (%d,%d,%d)"
56f4b0,string,"Invalid block in train code : (%d,%d,%d)"
56f4dc,string,"%d models in %s but %d models in style"
56f504,string,"Invalid sprite type %d number %d remap %d"
56f530,string,"Invalid palette type %d for sprite type %d, number %d"
56f568,string,"invalid map change access : (%d,%d,%d)"
56f590,string,"invalid map access : (%d,%d,%d)"
56f5b0,string,"Adding sprite %d to collision list twice at : %d,%d"
56f5e4,string,"Can't delete sprite %d from collision list at : %d,%d"
56f61c,string,"Failed to set videomode %dx%dx%d"
56f640,string,"Videomode %dx%dx%d is not available"
56f664,string,"Error with 2 param: %d,%d"
56f680,string,"Sync error (mission) remote=%d local=%d"
56f6a8,string,"Sync error (random) remote=%d local=%d"
56f6d0,string,"incorrect replay version : %d.%d"
56f6f4,string,"Illegal Train Station (%d, %d): no stop zone"
56f724,string,"Illegal Train Station (%d, %d): no exit zone"
56f754,string,"Illegal Train Station (%d, %d): no entry zone"
56f788,string,"Too many door infos declared in script: curr door: closedframe %d openframe %d"
56f7d8,string,"Invalid crane target : (%d,%d)"
56f7f8,string,"objecct ID %d in collision with %s sprite at safe position"
56f834,string,"car ID %d in collision with %s sprite at safe position"
56f86c,string,"%s invalid size at %d bytes"
56f888,string,"%s binmake error : %s"
56f8a0,string,"model %d repeated in %s"
56f8b8,string,"Illegal good/bad ratio for car model choice: good %d, bad %d"
56f8f8,string,"Illegal coordinate: (%.4f, %.4f)"
56f91c,string,"Invalid frame %d in object model %d"
56f940,string,"traffic lights at (%d,%d) are too close to the edge of the world"
56f984,string,"Invalid sprite type %d number %d"
56f9a8,string,"Door %d of car model %d too close"
56f9cc,string,"invalid zs in sprite %d : %d"
56f9ec,string,"Can't delete element %d from list type %s"
56fa18,string,"List type %s corrupted at pacify at %d elements"
56fa48,string,"List type %s corrupted at activate at %d elements"
56fa7c,string,"List type %s corrupted at traverse at %d elements"
56fab0,string,"List type %s corrupted at release at %d elements"
56fae4,string,"List type %s corrupted at grab at %d elements"
56fb14,string,"Incorrect aspect ratio in screen mode : %d x %d"
56fb44,string,"Invalid relative font sprite number %d in font %d"
56fb78,string,"Invalid relative virtual palette number %d in %s"
56fbac,string,"Invalid relative sprite number %d in %s"
56fbd4,string,"Error with 1 param: %d"
56fbf0,string,"Mission script is referring to a 'text id' that doesn't exist. ID: %d"
56fc38,string,"Unable to find gang matching name in a 'add char to gang'. uid: %d"
56fc80,string,"Unable to find zone matching name in a 'is char in zone'. uid: %d"
56fcc8,string,"Unable to find zone matching name in a 'is char in gangzone'. uid: %d"
56fd10,string,"Unable to find gang matching name in a 'check gang respect'. uid: %d"
56fd58,string,"Trying to change gangrespect on a non-player controlled character. uid: %d"
56fda4,string,"Unable to find gangname in an 'alter gang respect'. uid: %d"
56fde0,string,"Unable to find gang matching name of gangtwo in a 'set gang respect'. uid: %d"
56fe30,string,"Unable to find gang matching name of gangone in a 'set gang respect'. uid: %d"
56fe80,string,"Unable to find trainstation associated with platform in 'set_station_info' in script. uid: %d"
56fee0,string,"Unable to find platform in 'set_station_info' in script. uid: %d"
56ff28,string,"Unable to find zonename in 'set_station_info' in script. uid: %d"
56ff6c,string,"Unable to find zonename in 'set_gang_info' in script. uid: %d"
56ffac,string,"Unable to find zonename to 'setup' info for in script. uid: %d"
56fff0,string,"Unable to create car to place on top of trailer in script. uid: %d"
570034,string,"Attempting 'is_item_onscreen' on an illegal type: uid: %d"
570070,string,"style file contains unexpected number of fonts %d"
5700a4,string,"map has %d blocks too many "
5700c0,string,"map has too many columns by %d words"
5700e8,string,"Checking phone in missionscript without executing ANSWER_PHONE: uid: %d"
570130,string,"Line accessing destructor that hasn't been created: uid: %d"
57016c,string,"Repeated special tile number : %d"
570190,string,"Invalid special tile number : %d"
5701b4,string,"Line accessing generator that hasn't been created: uid: %d"
5701f0,string,"Line accessing conveyor that hasn't been created: uid: %d"
57022c,string,"Failed to create a crusher in script line: %d"
57025c,string,"Line accessing door that hasn't been created: uid: %d"
570298,string,"Attempted to point arrow at a 'logical' item, not a physical item. Script line: %d"
5702ec,string,"Failed to create a destructor in script line: %d"
570320,string,"Failed to create a generator in script line: %d"
570350,string,"Failed to create a conveyor in script line: %d"
570380,string,"Failed to create a crane in script line: %d"
5703b0,string,"Attempting to do 'SET_GANG_INFO' on invalid gang name in script line: %d"
5703fc,string,"Line accessing arrow that hasn't been created: uid: %d"
570438,string,"Line attempting to order driver out of car, but char isn't a driver!: %d"
570484,string,"Line accessing crane that hasn't been created: uid: %d"
5704bc,string,"Line accessing trigger that hasn't been created: uid: %d"
5704f8,string,"Line accessing character with no group when it should have group: uid: %d"
570544,string,"Line accessing counter that hasn't been created: uid: %d"
570580,string,"Line accessing object that hasn't been created: uid: %d"
5705b8,string,"Line accessing character that hasn't been created: uid: %d"
5705f4,string,"Line accessing car that hasn't been created: uid: %d"
57062c,string,"Failed to create arrow in script: uid: %d"
570658,string,"Illegal zone id in symbol table: %d"
57067c,string,"Failed to find a uid in script: uid: %d"
5706a4,string,"Failed to create_a_character in script: uid: %d"
5706d4,string,"Too many symbols at %d (max is 999)"
5706f8,string,"assertion failure in %s(line %d): %s"
570720,string,"Releasing twice in release. List type %s"
57074c,string,"Releasing twice in release_passive. List type %s"
570780,string,"Car model %d has invalid style data"
5707a4,string,"Counter check failed for list type %s"
5707cc,string,"Car already doing routefind, but requested another. Car ID: %d"
57080c,string,"Unallocated arrow handle : %d"
57082c,string,"Invalid arrow handle : %d"
570848,string,"Invalid timer handle : %d"
570864,string,"Too many X road segments. Num: %d"
570888,string,"Too many Y road segments. Num: %d"
5708ac,string,"Illegal index into turntable: %d"
5708d0,string,"Activating item twice. List type %s"
5708f4,string,"Activating null ptr in activate. List type %s"
570924,string,"Illegal device code for this machine: %d"
570950,string,"object ID %d in collision with wall at safe position"
570988,string,"car ID %d in collision with wall at safe position"
5709bc,string,"String starts with end-of-line : %s"
5709e0,string,"Invalid text file : %s"
5709f8,string,"Too characters in score : %d"
570a18,string,"Invalid player ID: %d"
570a30,string,"Invalid score position: %d"
570a4c,string,"Out of range route id: %d"
570a68,string,"Counter has out of bounds internal count: %d"
570a98,string,"Setting invalid zone information : %s"
570ac0,string,"Invalid score texture number : %d"
570ae4,string,"Invalid cache number : %d"
570b00,string,"Invalid tile texture: %d"
570b1c,string,"Illegal Value for an angle: %d"
570b3c,string,"Invalid door info number : %d"
570b5c,string,"No free Sid for character %d"
570b7c,string,"No rigid body in car ID %d"
570b98,string,"Object back pointer missing in sprite %d"
570bc4,string,"Trying to 'pacify' a NULL list element. List type %s"
570bfc,string,"Releasing null ptr in release_passive. List type %s"
570c30,string,"Car model %d has too many doors"
570c50,string,"Attempt to kill an already dead mission thread. Debug line %d"
570c90,string,"Failed to create an object in scriptfile. Object type: %d"
570ccc,string,"check walls slope size too big : %d"
570cf0,string,"no space for object model number %d"
570d14,string,"object model number %d already added"
570d3c,string,"Invalid object model number : %d"
570d60,string,"Collision box invalid in sprite %d"
570d84,string,"No collision box in sprite %d"
570da4,string,"Out of space for list type %s"
570dc4,string,"Event left unprocessed : %08X"
570de4,string,"Invalid z coordinate : %d"
570e00,string,"Invalid grid height : %d"
570e1c,string,"Invalid grid width : %d"
570e34,string,"Invalid player number : %d"
570e50,string,"Too many players at %d"
570e68,string,"Too many loaded object infos at %d"
570e8c,string,"Failed to set fullscreen videomode: %d"
570eb4,string,"Invalid Videomode to search for: %d"
570ed8,string,"Replay File larger than maximum: size %d"
570f04,string,"Invalid line (info:%d)"
570f1c,string,"Invalid switch in parameter list: %c"
570f44,string,"Invalid chunk size : %d"
570f5c,string,"Out of memory allocating %d bytes"
570f80,string,"File too large: %s exceeds max size by %d bytes"
570fb0,string,"Invalid map object number: %d"
570fd0,string,"car model %d has invalid gear speeds in gci file"
571004,string,"Zone not found : %s"
571018,string,"Invalid zone number: %d"
571030,string,"Too many zones at %d (max is 999)"
571054,string,"Invalid physical palette number: %d"
571078,string,"Unable to load DLL: %s"
571090,string,"Invalid new tile number: %d"
5710ac,string,"Invalid tile number: %d"
5710c4,string,"Invalid font number: %d"
5710dc,string,"Invalid absolute virtual palette number: %d"
571108,string,"Invalid case : %d"
57111c,string,"Too many sprites at %d"
571134,string,"Invalid absolute sprite number: %d"
571158,string,"Too many sprites with deltas at %d"
57117c,string,"Sprite %d has multiple delta entries"
5711a4,string,"Invalid car model : %d"
5711bc,string,"List Error see Kivlin"
5711d4,string,"Error in reading image from targa file"
5711fc,string,"Couldn't read id from targa file"
571220,string,"Width or height of targa file image is 0"
57124c,string,"Origin for targa file image not at (0,0)"
571278,string,"Targa file has a palette - not expected"
5712a0,string,"Targa file does not have 16 bits per pixel"
5712cc,string,"Wrong format for targa file - expecting 16 bit uncompressed"
571308,string,"Targa file does not contain an image"
571330,string,"Couldn't allocate memory for targa file"
571358,string,"Replay sync error"
57136c,string,"Attract mode replay file has no contents"
571398,string,"Unable to handle attached ped"
5713b8,string,"Multiplayer game type should be frag, tag or score (but isn't)"
5713f8,string,"Invalid colour for line of credit text"
571420,string,"Unexpected size of frontend background image"
571450,string,"Shouldn't be allowed to move to next level if it isn't opened"
571490,string,"Shouldn't be allowed to move to next level if already on last level"
5714d4,string,"Too many lines in credits (max is 600)"
5714fc,string,"Too many characters in credits line (max is 50)"
57152c,string,"Couldn't open bink for playing movie"
571554,string,"Couldn't open bink buffer for playing movie"
571580,string,".scr filename in save game file does not match .scr filename in .seq for same level"
5715d8,string,".sty filename in save game file does not match .sty filename in .seq for same level"
571630,string,".gmp filename in save game file does not match .gmp filename in .seq for same level"
571684,string,"The menu contains no valid options"
5716a8,string,"Unexpected label in .seq file - Check order and spelling"
5716e4,string,"Data for a line in .seq file is too long"
571710,string,"Undefined label in code for loading .seq file"
571740,string,"Label in .seq file is too long"
571760,string,"Line in .seq has been interrupted by newline before end"
571798,string,"First character of line in .seq should be a letter"
5717cc,string,"Each block in .seq file must be MAIN or BONUS"
571800,string,"The .seq file has too many BONUS blocks defined for a particular city"
571848,string,"There must be a MAIN block before any BONUS block in .seq file"
571888,string,"The .seq file has too many MAIN blocks defined"
5718b8,string,"Couldn't open .seq file in the data directory"
5718e8,string,"There is more than one .seq file in the data directory"
571920,string,"Couldn't find a .seq file in the data directory"
571950,string,"Couldn't open file for keyboard type"
571978,string,"Keyboard type not handled"
571994,string,"Base change log overflow"
5719b0,string,"Unable to create train: no more space! The game has too many trains/carriages/buses."
571a08,string,"Illegal Train Station: no platform zone"
571a30,string,"Error doing car routefind: no routefinder data in map."
571a68,string,"Pointing arrow at a no longer valid object"
571a94,string,"Pointing arrow at a no longer valid car"
571abc,string,"Pointing arrow at a no longer valid character"
571aec,string,"Invalid mission script file specified in Bob"
571b1c,string,"Invalid symbol data in symboltable buffer"
571b48,string,"Map not compressed"
571b6c,string,"Too many messages"
571b80,string,"Too many arrows"
571b90,string,"Too many timers"
571ba0,string,"Message text too long to wrap"
571bc0,string,"Failed to launch 'GTA2 Manager' correctly."
571bec,string,"No valid backcar for an car related struct."
571c18,string,"Trying to expand an empty node in routefinder."
571c48,string,"assertion failure in %s(line %d)"
571c6c,string,"Trying to get unit of zero vector"
571c90,string,"Too many score textures"
571ca8,string,"No more space in simp_text display buffer"
571cd4,string,"Invalid Car Rating in Car Model Info"
571cfc,string,"AI objective required by a character is no longer active"
571d38,string,"Car is trying to suicide and has not dealt with the driver"
571d74,string,"gsw - train : unknown slope"
571d90,string,"gsw - train : unknown direction"
571db0,string,"gsw - train moving across slope"
571dd0,string,"Too many junctions in map for routefinder!"
571dfc,string,"NULL block passed to check for arrows in routefinder code"
571e38,string,"divide by zero"
571e48,string,"Got NULL ptr for next player"
571e68,string,"Got NULL ptr for first player"
571e88,string,"Empty String passed into function"
571eac,string,"Failed to create car in recycle."
571ed0,string,"Invalid zone for information setting"
571ef8,string,"Too many information & navigation zones in map"
571f28,string,"Too many traffic lights"
571f40,string,"Unable to Create A Medical Unit"
571f60,string,"Character not got a foot or car pointer, very bad"
571f94,string,"Cant create a group too many in use"
571fb8,string,"Too many members for the group to manage"
571fe4,string,"Group member not removed"
572000,string,"Peds Car Info is NULL , error indeed"
572028,string,"Ped Sprite Z is 0, not good"
572044,string,"Ped Default Case error"
57205c,string,"Character Default Case error"
57207c,string,"Character has no in_car pointer, bad"
5720a4,string,"Character has no car objective pointer,very bad"
5720d4,string,"No Player pointer"
5720e8,string,"Invalid objective coordinates"
572108,string,"Character has no ped pointer, bad "
57212c,string,"Invalid file version in %s"
572148,string,"Invalid file type in %s"
572160,string,"No free tiles"
572170,string,"Sid has too many references"
57218c,string,"Sid has negative references"
5721a8,string,"Object has data when it shouldn't"
5721cc,string,"Failed to create a car in scriptfile."
5721f4,string,"Invalid door"
572204,string,"can't remove character from charlist"
57222c,string,"Failed grabbing miss_stack_item - no stack space left"
572264,string,"Tried to push NULL item onto mission stack"
572290,string,"Failed to allocate memory for mission stack"
5722bc,string,"map change overflow - too many new columns"
5722e8,string,"map change overflow - too many new blocks"
572314,string,"Failed to create a ped in scriptfile"
57233c,string,"No LEVELSTART declaration in scriptfile"
572364,string,"Too many PLAYER_PED declarations in scriptfile"
572394,string,"check walls slope invalid slope"
5723b4,string,"No more process slots available for mission processes"
5723ec,string,"Failed to allocate memory for new mission process"
572420,string,"Invalid corners"
572430,string,"Using uninitialised sprite"
57244c,string,"Failed writing a byte to file %s"
572470,string,"Out of space for display tree"
572490,string,"Loop in tree"
5724a0,string,"Unable to set registry value"
5724c0,string,"Class not allocated"
5724d4,string,"No players"
5724e0,string,"unable to create registry key"
572500,string,"unable to close registry key"
572520,string,"Invalid loaded object info data"
572540,string,"Invalid map light data"
572558,string,"Invalid map object data"
572570,string,"Invalid zone data"
572584,string,"Repeated file in parameter list : %s"
5725ac,string,"Invalid string in parameter list: %s"
5725e4,string,"file overflow"
5725f4,string,"Out of memory - new operator failed"
572618,string,"Text string too long"
572630,string,"End of file in text string in file %s"
572658,string,"invalid integer encountered in file %s"
572680,string,"ungetc failure in file %s"
57269c,string,"Attempt to read from not opened file"
5726c4,string,"Write failure on file : %s"
5726e0,string,"Writing zero bytes to file : %s"
572700,string,"Trying to a load a file too big for buffer: %s"
572730,string,"Unable to close file: %s"
57274c,string,"Unable to open file : %s"
572768,string,"Read failure in file: %s"
572784,string,"Ftell error in file: %s"
57279c,string,"Attempting to allocate zero bytes of memory"
5727c8,string,"Failed to create DirectInput object"
5727ec,string,"No DirectInput Object"
572804,string,"Failed to set Cooperative Level for DirectInput"
572834,string,"Failed to set Data Format for DirectInput"
572860,string,"Failed to Initialise DirectInput"
572884,string,"Failed to SetWindowPos properly"
5728a4,string,"Failed to get a valid HDC"
5728c0,string,"Failed to set WindowMode"
5728dc,string,"security failure"
5728f0,string,"Can't Init DMAVideo."
572908,string,"Fatal Error %d in %s(%d)"
572924,string,"unknown error"
572938,string,"effect parameters have been truncated and effect has been restarted"
57297c,string,"effect parameters have been truncated"
5729a4,string,"device is a polled device"
5729c0,string,"effect has been restarted"
5729dc,string,"effect could not be downloaded"
5729fc,string,"the function had no effect"
572a18,string,"object is already initialized"
572a38,string,"device is acquired"
572a4c,string,"requires a newer version of DirectInput"
572a78,string,"application was written for an unsupported prerelease version of DirectInput"
572ac8,string,"incompatible driver version or mismatched or incomplete driver components"
572b14,string,"object has not been initialized"
572b34,string,"access to the input device has been lost"
572b60,string,"out of memory"
572b70,string,"invalid argument"
572b84,string,"device must be acquired"
572b9c,string,"access denied"
572bac,string,"object does not exist"
572bc4,string,"device must be acquired in exclusive mode"
572bf0,string,"device is not buffered"
572c08,string,"effect could not be downloaded because essential information is missing"
572c50,string,"device still has effects attached"
572c74,string,"effect is still playing"
572c8c,string,"effect is not downloaded"
572ca8,string,"class is not registered"
572cc0,string,"device is full"
572cd0,string,"not all requested information fitted into the buffer"
572d08,string,"object does not support aggregation"
572d2c,string,"undetermined failure"
572d44,string,"the interface is not supported"
572d64,string,"pending"
572d6c,string,"the interface is not implemented"
572d90,string,"test\\error.log"
572da0,string,"test\\warning.log"
572dc4,string,"data\\s.gxt"
572dd0,string,"data\\j.gxt"
572ddc,string,"data\\i.gxt"
572de8,string,"data\\g.gxt"
572df4,string,"data\\f.gxt"
572e00,string,"data\\e.gxt"
572e0c,string,"show_player_names"
572e20,string,"do_3d_sound"
572e2c,string,"do_blood"
572e38,string,"do_release_replay"
572e4c,string,"do_free_shopping"
572e60,string,"skip_draw"
572e6c,string,"do_police_3"
572e78,string,"do_police_2"
572e84,string,"do_police_1"
572e90,string,"do_text_id_test"
572ea0,string,"do_miss_logging"
572eb0,string,"do_kill_phones_on_answer"
572ecc,string,"do_show_object_ids"
572ee0,string,"skip_replay_sync_check"
572ef8,string,"skip_window_check"
572f0c,string,"show_brief_number"
572f20,string,"skip_fire_engines"
572f34,string,"do_sync_check"
572f44,string,"skip_quit_confirm"
572f58,string,"skip_buses"
572f64,string,"skip_trains"
572f70,string,"ignore_replay_header"
572f88,string,"log_directinput"
572f98,string,"log_input"
572fa4,string,"log_random_extra"
572fb8,string,"log_random"
572fc4,string,"do_debug_keys"
572fd4,string,"skip_audio"
572fe0,string,"do_load_savegame"
572ff4,string,"do_infinite_lives"
573008,string,"do_corner_window"
57301c,string,"do_show_junc_ids"
573030,string,"skip_skidmarks"
573040,string,"keep_weapons_after_death"
57305c,string,"do_show_horn"
57306c,string,"show_all_arrows"
57307c,string,"do_invulnerable"
57308c,string,"skip_frontend"
57309c,string,"skip_police"
5730a8,string,"skip_ambulance"
5730b8,string,"do_show_instruments"
5730cc,string,"dont_get_car_back"
5730e0,string,"do_exit_after_replay"
5730f8,string,"get_all_weapons"
573108,string,"show_hidden_faces"
57311c,string,"skip_particles"
57312c,string,"do_mike"
573134,string,"log_routefinder"
573144,string,"skip_lid"
573150,string,"skip_bottom"
57315c,string,"skip_top"
573168,string,"skip_right"
573174,string,"skip_left"
573180,string,"skip_slopes"
57318c,string,"no_annoying_chars"
5731a0,string,"limit_recycling"
5731b0,string,"do_show_ids"
5731bc,string,"do_show_traffic_lights_info"
5731d8,string,"log_collisions"
5731e8,string,"skip_recycling"
5731f8,string,"skip_traffic_lights"
57320c,string,"skip_user"
573218,string,"do_show_imaginary"
57322c,string,"do_show_physics"
57323c,string,"do_show_collision_box"
573254,string,"do_show_timing"
573264,string,"do_show_input"
573274,string,"do_show_camera"
573284,string,"do_show_counters"
573298,string,"skip_tiles"
5732a4,string,"do_iain_test"
5732b4,string,"do_brian_test"
5732c4,string,"show_cycle"
5732d0,string,"skip_mission"
5732e0,string,"do_test"
5732e8,string,"skip_dummies"
5732f8,string,"constant_replay_save"
573310,string,"play_replay"
57332c,string,"data\\movie\\intro.bik"
573344,string,"data\\movie\\preintro.bik"
57335c,string,"hi_for"
573380,string,"Description"
5733a4,string,"MainOrBonus"
5733b0,string,"frontend2.cpp"
5733c8,string,"player\\plyslot"
573404,string,"loading"
57341c,string,"clrchar"
573424,string,"fr_pmpt"
57342c,string,"fr_ent2"
573434,string,"fr_ent1"
57343c,string,"nicetry"
573444,string,"kills_h"
57344c,string,"repbons"
573454,string,"score"
57345c,string,"gam_cmp"
573464,string,"contnue"
57346c,string,"nxt_lvl"
573474,string,"cmpltd"
57347c,string,"plr_ded"
573484,string,"mainmen"
57348c,string,"replay"
573494,string,"plr_qut"
57349c,string,"car_dam"
5734a4,string,"bonslev"
5734ac,string,"strtlev"
5734b4,string,"hi_scre"
5734bc,string,"savepos"
5734c4,string,"charctr"
5734cc,string,"no_cd3"
5734d4,string,"no_cd2"
5734dc,string,"no_cd1"
5734ec,string,"options"
5734fc,string,"BONUS"
57350c,string,"rt"
573510,string,"data\\*.seq"
57353c,string,"name_i"
573544,string,"delch_i"
57354c,string,"clrsl_i"
573554,string,"edtnm_i"
57355c,string,"right_i"
573564,string,"left_i"
57356c,string,"down_i"
57357c,string,"bspc_i"
573584,string,"ent_i"
57358c,string,"del_i"
573594,string,"esc_i"
57359c,string,"data\\fstyle.sty"
5735ac,string,"hi_empt"
5735b4,string,"evsnrtg"
5735bc,string,"gng_kl"
5735c4,string,"cop_kl"
5735cc,string,"murder"
5735d4,string,"run_ovr"
5735e4,string,"car_cst"
5735ec,string,"carjack"
5735f4,string,"best"
5735fc,string,"last"
573604,string,"entrnam"
573634,string,"mult_d"
57363c,string,"mult_l"
573644,string,"mult_w"
57365c,string,"mult_q"
573664,string,"frags_h"
57366c,string,"pnts_h"
573674,string,"times_h"
57367c,string,"plyrslot"
573688,string,"fr_rnt3"
573690,string,"fr_rnt2"
573698,string,"fr_rnt1"
5736a0,string,"do_play_movie"
5736d4,string,"data\\nyc.gci"
5736e4,string,"carname"
5736ec,string,"game.cpp"
57384c,string,"ganga%d"
573874,string,"savename"
573894,string,"scriptname"
5738a0,string,"data\\style.sty"
5738b0,string,"stylename"
5738bc,string,"data\\jointmap.gmp"
5738d0,string,"mapname"
5738e4,string,"test\\replay.rep"
5738f4,string,"v%d.%d"
5738fc,string,"input.cpp"
573948,string,"%d: control_status = %d"
573974,string,"kanji.cpp"
573988,string,"c:\\code\\gta2\\source\\chunk.h"
5739ac,string,"data\\kanji.dat"
5739bc,string,"keybrd.cpp"
5739c8,string,"data\\keyboard\\eng_kb.cfg"
5739e4,string,"data\\keyboard\\por_kb.cfg"
573a00,string,"data\\keyboard\\spa_kb.cfg"
573a1c,string,"data\\keyboard\\ita_kb.cfg"
573a38,string,"data\\keyboard\\ger_kb.cfg"
573a54,string,"data\\keyboard\\fre_kb.cfg"
573a84,string,"\n------ %s ------"
573a98,string,"Coop v%d.%d"
573ab4,string,"SFXVol"
573abc,string,"CDVol"
573ac4,string,"(ExitGameCallback)Called with reason - %d"
573af0,string,"comms1"
573af8,string,"Main.cpp"
573b04,string,"g_over"
573b0c,string,"Player %s: Car handling file 'nyc.gci' is different"
573b40,string,"Player %s: Game file 'GTA2.EXE' is different"
573b70,string,"Player %s: Script file '%s' is different"
573b9c,string,"Player %s: Style file '%s' is different"
573bc4,string,"Player %s: Level file '%s' is different"
