address,type,x-text
601f64,string,"__GLOBAL_HEAP_SELECTED"
601f7c,string,"__MSVCRT_HEAP_SELECT"
60201e,string,"GAIsProcessorFeaturePresent"
60203c,string,"KERNEL32"
602048,string,"e+000"
6020e0,string,"runtime error "
6020f0,string,"TLOSS error\r\n"
602100,string,"SING error\r\n"
602110,string,"DOMAIN error\r\n"
602120,string,"R6028\r\n- unable to initialize heap\r\n"
602148,string,"R6027\r\n- not enough space for lowio initialization\r\n"
602180,string,"R6026\r\n- not enough space for stdio initialization\r\n"
6021b8,string,"R6025\r\n- pure virtual function call\r\n"
6021e0,string,"R6024\r\n- not enough space for _onexit/atexit table\r\n"
602218,string,"R6019\r\n- unable to open console device\r\n"
602244,string,"R6018\r\n- unexpected heap error\r\n"
602268,string,"R6017\r\n- unexpected multithread lock error\r\n"
602298,string,"R6016\r\n- not enough space for thread data\r\n"
6022c4,string,"\r\nabnormal program termination\r\n"
6022e8,string,"R6009\r\n- not enough space for environment\r\n"
602314,string,"R6008\r\n- not enough space for arguments\r\n"
602340,string,"R6002\r\n- floating point not loaded\r\n"
602368,string,"Microsoft Visual C++ Runtime Library"
602390,string,"\n\n"
602394,string,"Runtime Error!\n\nProgram: "
6023b0,string,"..."
6023b4,string,"<program name unknown>"
6023cc,string,"SunMonTueWedThuFriSat"
6023e4,string,"JanFebMarAprMayJunJulAugSepOctNovDec"
60240c,string,"TZ"
60241c,string,"GetLastActivePopup"
602430,string,"GetActiveWindow"
602440,string,"MessageBoxA"
60244c,string,"user32.dll"
602458,string,"1#QNAN"
602460,string,"1#INF"
602468,string,"1#IND"
602470,string,"1#SNAN"
605386,string,"OutputDebugStringA"
60539c,string,"FreeLibrary"
6053aa,string,"LoadLibraryA"
6053ba,string,"LocalFree"
6053c6,string,"FormatMessageA"
6053d8,string,"GetLastError"
6053e8,string,"GetDriveTypeA"
6053f8,string,"lstrcatA"
605404,string,"CloseHandle"
605412,string,"OpenMutexA"
605420,string,"Sleep"
605428,string,"GetProcAddress"
60543a,string,"GetVersionExA"
60544a,string,"WideCharToMultiByte"
605460,string,"GetTickCount"
605470,string,"GetFileAttributesA"
605486,string,"GetPrivateProfileStringA"
6054a2,string,"FindClose"
6054ae,string,"FindNextFileA"
6054be,string,"FindFirstFileA"
6054d0,string,"CreateEventA"
6054e0,string,"MultiByteToWideChar"
6054f6,string,"lstrlenA"
605502,string,"ReleaseMutex"
605512,string,"CreateMutexA"
605520,string,"KERNEL32.dll"
605530,string,"DestroyWindow"
605540,string,"MessageBoxA"
60554e,string,"wvsprintfA"
60555c,string,"TranslateMessage"
605570,string,"DispatchMessageA"
605584,string,"PeekMessageA"
605594,string,"PostMessageA"
6055a4,string,"ShowWindow"
6055b2,string,"GetKeyboardLayoutNameA"
6055cc,string,"wsprintfA"
6055d8,string,"DialogBoxParamA"
6055ea,string,"EnableWindow"
6055fa,string,"GetDlgItem"
605608,string,"SendDlgItemMessageA"
60561e,string,"SendMessageA"
60562e,string,"EndDialog"
60563a,string,"KillTimer"
605646,string,"SetDlgItemTextA"
605658,string,"GetWindowLongA"
60566a,string,"GetDlgItemTextA"
60567c,string,"SetWindowLongA"
60568e,string,"SetWindowTextA"
6056a0,string,"CreateWindowExA"
6056b2,string,"SetTimer"
6056be,string,"GetWindowTextA"
6056d0,string,"CallWindowProcA"
6056e2,string,"GetParent"
6056ee,string,"GetDlgCtrlID"
6056fe,string,"GetWindowRect"
60570e,string,"UpdateWindow"
60571e,string,"SetWindowPos"
60572e,string,"ShowCursor"
60573c,string,"GetClientRect"
60574c,string,"ReleaseDC"
605758,string,"GetDC"
605760,string,"SetForegroundWindow"
605776,string,"FindWindowExA"
605786,string,"DefWindowProcA"
605798,string,"PostQuitMessage"
6057aa,string,"GetSystemMetrics"
6057be,string,"RegisterClassA"
6057d0,string,"LoadCursorA"
6057de,string,"LoadIconA"
6057e8,string,"USER32.dll"
6057f6,string,"GetDeviceCaps"
605804,string,"GDI32.dll"
605810,string,"RegQueryValueExA"
605824,string,"RegCloseKey"
605832,string,"RegOpenKeyA"
605840,string,"GetUserNameA"
605850,string,"RegCreateKeyExA"
605862,string,"RegSetValueExA"
605874,string,"RegOpenKeyExA"
605884,string,"RegDeleteValueA"
605894,string,"ADVAPI32.dll"
6058a4,string,"ShellExecuteA"
6058b2,string,"SHELL32.dll"
6058c0,string,"CoCreateInstance"
6058d4,string,"CoUninitialize"
6058e6,string,"CoInitialize"
6058f4,string,"ole32.dll"
605900,string,"DirectInputCreateA"
605914,string,"DINPUT.dll"
605922,string,"timeGetTime"
60592e,string,"WINMM.dll"
605938,string,"DPLAYX.dll"
605946,string,"VerQueryValueA"
605958,string,"GetFileVersionInfoA"
60596e,string,"GetFileVersionInfoSizeA"
605986,string,"VERSION.dll"
605994,string,"_BinkNextFrame@4"
6059a8,string,"_BinkBufferBlit@12"
6059be,string,"_BinkBufferUnlock@4"
6059d4,string,"_BinkBufferLock@4"
6059e8,string,"_BinkCopyToBuffer@28"
605a00,string,"_BinkDoFrame@4"
605a12,string,"_BinkWait@4"
605a20,string,"_BinkClose@4"
605a30,string,"_BinkGetSummary@8"
605a44,string,"_BinkBufferClose@4"
605a5a,string,"_BinkBufferOpen@16"
605a70,string,"_BinkBufferSetDDPrimary@4"
605a8c,string,"_BinkOpen@8"
605a9a,string,"_BinkSetIOSize@4"
605aae,string,"_BinkSetSoundSystem@8"
605ac6,string,"_BinkOpenMiles@4"
605ada,string,"_BinkBufferCheckWinPos@12"
605af6,string,"_BinkBufferSetOffset@12"
605b0e,string,"binkw32.dll"
605b1c,string,"_AIL_set_digital_master_volume@8"
605b40,string,"_AIL_shutdown@0"
605b52,string,"_AIL_startup@0"
605b64,string,"_AIL_waveOutClose@4"
605b7a,string,"_AIL_mem_alloc_lock@4"
605b92,string,"_AIL_waveOutOpen@16"
605ba8,string,"_AIL_set_preference@8"
605bc0,string,"_AIL_allocate_3D_sample_handle@4"
605be4,string,"_AIL_3D_provider_attribute@12"
605c04,string,"_AIL_release_3D_sample_handle@4"
605c26,string,"_AIL_set_sample_type@12"
605c40,string,"_AIL_init_sample@4"
605c56,string,"_AIL_allocate_sample_handle@4"
605c76,string,"_AIL_release_sample_handle@4"
605c96,string,"_AIL_mem_free_lock@4"
605cae,string,"_AIL_close_stream@4"
605cc4,string,"_AIL_delay@4"
605cd4,string,"_AIL_set_stream_volume@8"
605cf0,string,"_AIL_stream_volume@4"
605d08,string,"_AIL_set_sample_address@12"
605d26,string,"_AIL_set_sample_volume@8"
605d42,string,"_AIL_set_sample_pan@8"
605d5a,string,"_AIL_set_sample_playback_rate@8"
605d7c,string,"_AIL_set_sample_loop_block@12"
605d9c,string,"_AIL_set_sample_loop_count@8"
605dbc,string,"_AIL_sample_status@4"
605dd4,string,"_AIL_start_sample@4"
605dea,string,"_AIL_end_sample@4"
605dfe,string,"_AIL_set_3D_sample_info@8"
605e1a,string,"_AIL_set_3D_sample_volume@8"
605e38,string,"_AIL_set_3D_position@16"
605e52,string,"_AIL_set_3D_sample_float_distances@20"
605e7a,string,"_AIL_set_3D_sample_playback_rate@8"
605ea0,string,"_AIL_set_3D_sample_loop_block@12"
605ec4,string,"_AIL_set_3D_sample_loop_count@8"
605ee6,string,"_AIL_3D_sample_status@4"
605f00,string,"_AIL_start_3D_sample@4"
605f1a,string,"_AIL_end_3D_sample@4"
605f32,string,"_AIL_set_3D_provider_preference@12"
605f58,string,"_AIL_open_3D_provider@4"
605f72,string,"_AIL_close_3D_provider@4"
605f8e,string,"_AIL_enumerate_3D_providers@12"
605fb0,string,"_AIL_digital_handle_release@4"
605fd0,string,"_AIL_digital_handle_reacquire@4"
605ff2,string,"_AIL_stream_status@4"
60600a,string,"_AIL_start_stream@4"
606020,string,"_AIL_set_stream_loop_count@8"
606040,string,"_AIL_open_stream@12"
606056,string,"_AIL_set_stream_playback_rate@8"
606078,string,"_AIL_stream_playback_rate@4"
606096,string,"_AIL_set_stream_ms_position@8"
6060b6,string,"_AIL_stream_ms_position@12"
6060d2,string,"mss32.dll"
6060de,string,"HeapAlloc"
6060ea,string,"HeapFree"
6060f6,string,"RtlUnwind"
606102,string,"ExitProcess"
606110,string,"TerminateProcess"
606124,string,"GetCurrentProcess"
606138,string,"FileTimeToSystemTime"
606150,string,"FileTimeToLocalFileTime"
60616a,string,"GetTimeZoneInformation"
606184,string,"GetSystemTime"
606194,string,"GetLocalTime"
6061a4,string,"SetEnvironmentVariableA"
6061be,string,"GetCurrentDirectoryA"
6061d6,string,"SetCurrentDirectoryA"
6061ee,string,"GetFullPathNameA"
606202,string,"GetModuleHandleA"
606216,string,"GetStartupInfoA"
606228,string,"GetCommandLineA"
60623a,string,"GetVersion"
606248,string,"WriteFile"
606254,string,"ReadFile"
606260,string,"SetFilePointer"
606272,string,"SetHandleCount"
606284,string,"GetStdHandle"
606294,string,"GetFileType"
6062a2,string,"CreateFileA"
6062b0,string,"GetModuleFileNameA"
6062c6,string,"GetEnvironmentVariableA"
6062e0,string,"HeapDestroy"
6062ee,string,"HeapCreate"
6062fc,string,"VirtualFree"
60630a,string,"VirtualAlloc"
60631a,string,"HeapReAlloc"
606328,string,"IsBadWritePtr"
606338,string,"HeapSize"
606344,string,"LCMapStringA"
606354,string,"LCMapStringW"
606364,string,"UnhandledExceptionFilter"
606380,string,"FreeEnvironmentStringsA"
60639a,string,"FreeEnvironmentStringsW"
6063b4,string,"GetEnvironmentStrings"
6063cc,string,"GetEnvironmentStringsW"
6063e6,string,"SetStdHandle"
6063f6,string,"FlushFileBuffers"
60640a,string,"SetEndOfFile"
60641a,string,"SetUnhandledExceptionFilter"
606438,string,"IsBadReadPtr"
606448,string,"IsBadCodePtr"
606458,string,"GetCPInfo"
606464,string,"GetACP"
60646e,string,"GetOEMCP"
60647a,string,"GetStringTypeA"
60648c,string,"GetStringTypeW"
60649e,string,"SetConsoleCtrlHandler"
6064b6,string,"CompareStringA"
6064c8,string,"CompareStringW"
61a708,string,"Unknown error"
61a718,string,"Output too big"
61a728,string,"Invalid f32"
61a734,string,"Invalid hex long integer"
61a750,string,"Invalid hex integer"
61a764,string,"Invalid long integer"
61a77c,string,"Can't open output file"
61a794,string,"Input file not found"
61a7ac,string,"Token too big"
61a7bc,string,"EOF in comment"
61a7cc,string,"Write error"
61a7d8,string,"Number too big"
61a7e8,string,"Invalid integer"
61a7f8,string,"%s at line %d"
61a80c,string,"car%d%c%c"
61a818,string,"C:\\Splitting\\Gta2\\Source\\car.cpp"
61a83c,string,"bdone"
61a84c,string,"nspraya"
61a854,string,"sdone"
61a85c,string,"cdone"
61a864,string,"nespray"
61a870,string,"C:\\Splitting\\Gta2\\Source\\carinfo.cpp"
61a8a8,string,"C:\\Splitting\\Gta2\\Source\\char.cpp"
61a950,string,"(%d,%d):"
61a95c,string,"C:\\Splitting\\Gta2\\Source\\collide.cpp"
61a984,string,"credits"
61a9b0,string,"%09d"
61a9b8,string,"%d"
61a9bc,string,"C:\\Splitting\\Gta2\\Source\\display.cpp"
61aa14,string,"C:\\Splitting\\Gta2\\Source\\diutil.cpp"
61aa38,string,"SetProperty(DEADZONE, Y-Axis) failed.\n"
61aa60,string,"SetProperty(DEADZONE, X-Axis) failed.\n"
61aa88,string,"SetProperty(RANGE, Y-Axis) failed.\n"
61aaac,string,"SetProperty(RANGE, X-Axis) failed.\n"
61aad0,string,"%d: num_items = %d jres = %d"
61aaf0,string,"%d: KEY OFF: %d"
61ab00,string,"%d: KEY ON : %d"
61ab10,string,"%d: input num_items = %d dwOfs = %d; data = %d"
61ab40,string,"C:\\Splitting\\Gta2\\Source\\door.cpp"
61ab64,string,"DMUSIC.DLL"
61abe8,string,"audio_info_space"
61abfc,string,"scorefx_space"
61ac0c,string,"particle_space"
61ac1c,string,"light_space"
61ac28,string,"sprlist_space"
61ac38,string,"artic_space"
61ac44,string,"carcontrol_space"
61ac58,string,"map_door_space"
61ac68,string,"weapon_space"
61ac78,string,"sid_space"
61ac84,string,"tile_anim_space"
61ac94,string,"rigid_body_space"
61aca8,string,"unused"
61acb0,string,"moving_object_space"
61acc4,string,"animating_object_space"
61acdc,string,"charlist_space"
61acec,string,"mission_stack_space"
61ad00,string,"character_space"
61ad10,string,"ped_space"
61ad1c,string,"miss_space"
61ad28,string,"car_space"
61ad34,string,"sparse_space"
61ad44,string,"collision_space"
61ad54,string,"sprite_space"
61ad64,string,"corner_space"
61ad74,string,"objects"
61ad7c,string,"test\\error.log"
61ad8c,string,"test\\warning.log"
61ada0,string,"DirectX Error: %s"
61adb4,string,"No Error Message Declared"
61add0,string,"Too many %s phones for %s gang"
61adf0,string,"Too many lines in briefing %s"
61ae10,string,"Couldn't find attract mode file %s"
61ae34,string,"Briefing %s too long to wrap"
61ae54,string,"Briefing %s too long"
61ae6c,string,"text identifier not found : %s"
61ae8c,string,"Invalid ambient light value : %f"
61aeb0,string,"Unable to find a route from (%.4f, %.4f, %.4f) to (%.4f, %.4f, %.4f) in car id: %d model: %d"
61af10,string,"Invalid fraction : %f"
61af28,string,"No direction arrow found in block (with slope!!). ( %f, %f, %f)"
61af68,string,"Invalid diagonal block at (%.4f, %.4f, %.4f)"
61af98,string,"Illegal coordinate: (%.4f, %.4f, %.4f)"
61afc0,string,"Placing gang phone when no gang at: (%.4f, %.4f)"
61aff4,string,"Invalid z co-ord in sprite type %d at (%f,%f,%f)"
61b028,string,"Invalid y co-ord in sprite type %d at (%f,%f,%f)"
61b05c,string,"Invalid x co-ord in sprite type %d at (%f,%f,%f)"
61b090,string,"Error in set-up of park command. Walls intruding on the park's triggerspace! Door coords: (%d, %d, %d)"
61b0f8,string,"Failed to create carriage at: (%d, %d, %d)"
61b124,string,"Illegal block for train creation. Coordinates: check stopzone! ( %d, %d, %d)"
61b174,string,"Attempting to enable road at illegal coordinates: check Z! ( %d, %d, %d)"
61b1c0,string,"Attempting to disable road at illegal coordinates: check Z! ( %d, %d, %d)"
61b20c,string,"Train on a block with incorrect arrow : (%d,%d,%d)"
61b240,string,"Invalid block in train code : (%d,%d,%d)"
61b26c,string,"%d models in %s but %d models in style"
61b294,string,"Invalid sprite type %d number %d remap %d"
61b2c0,string,"Invalid palette type %d for sprite type %d, number %d"
61b2f8,string,"invalid map change access : (%d,%d,%d)"
61b320,string,"invalid map access : (%d,%d,%d)"
61b340,string,"Adding sprite %d to collision list twice at : %d,%d"
61b374,string,"Can't delete sprite %d from collision list at : %d,%d"
61b3ac,string,"Failed to set videomode %dx%dx%d"
61b3d0,string,"Videomode %dx%dx%d is not available"
61b3f4,string,"Error with 2 param: %d,%d"
61b410,string,"Sync error (mission) remote=%d local=%d"
61b438,string,"Sync error (random) remote=%d local=%d"
61b460,string,"incorrect replay version : %d.%d"
61b484,string,"Illegal Train Station (%d, %d): no stop zone"
61b4b4,string,"Illegal Train Station (%d, %d): no exit zone"
61b4e4,string,"Illegal Train Station (%d, %d): no entry zone"
61b514,string,"Too many door infos declared in script: curr door: closedframe %d openframe %d"
61b564,string,"Invalid crane target : (%d,%d)"
61b584,string,"objecct ID %d in collision with %s sprite at safe position"
61b5c0,string,"car ID %d in collision with %s sprite at safe position"
61b5f8,string,"%s invalid size at %d bytes"
61b614,string,"%s binmake error : %s"
61b62c,string,"model %d repeated in %s"
61b644,string,"Illegal good/bad ratio for car model choice: good %d, bad %d"
61b684,string,"Illegal coordinate: (%.4f, %.4f)"
61b6a8,string,"Invalid frame %d in object model %d"
61b6cc,string,"traffic lights at (%d,%d) are too close to the edge of the world"
61b710,string,"Invalid sprite type %d number %d"
61b734,string,"Door %d of car model %d too close"
61b758,string,"invalid zs in sprite %d : %d"
61b778,string,"Can't delete element %d from list type %s"
61b7a4,string,"List type %s corrupted at pacify at %d elements"
61b7d4,string,"List type %s corrupted at activate at %d elements"
61b808,string,"List type %s corrupted at traverse at %d elements"
61b83c,string,"List type %s corrupted at release at %d elements"
61b870,string,"List type %s corrupted at grab at %d elements"
61b8a0,string,"Incorrect aspect ratio in screen mode : %d x %d"
61b8d0,string,"Invalid relative font sprite number %d in font %d"
61b904,string,"Invalid relative virtual palette number %d in %s"
61b938,string,"Invalid relative sprite number %d in %s"
61b960,string,"Error with 1 param: %d"
61b978,string,"Mission script is referring to a 'text id' that doesn't exist. ID: %d"
61b9c0,string,"Unable to find gang matching name in a 'add char to gang'. uid: %d"
61ba04,string,"Unable to find zone matching name in a 'is char in zone'. uid: %d"
61ba48,string,"Unable to find zone matching name in a 'is char in gangzone'. uid: %d"
61ba90,string,"Unable to find gang matching name in a 'check gang respect'. uid: %d"
61bad8,string,"Trying to change gangrespect on a non-player controlled character. uid: %d"
61bb24,string,"Unable to find gangname in an 'alter gang respect'. uid: %d"
61bb60,string,"Unable to find gang matching name of gangtwo in a 'set gang respect'. uid: %d"
61bbb0,string,"Unable to find gang matching name of gangone in a 'set gang respect'. uid: %d"
61bc00,string,"Unable to find trainstation associated with platform in 'set_station_info' in script. uid: %d"
61bc60,string,"Unable to find platform in 'set_station_info' in script. uid: %d"
61bca4,string,"Unable to find zonename in 'set_station_info' in script. uid: %d"
61bce8,string,"Unable to find zonename in 'set_gang_info' in script. uid: %d"
61bd28,string,"Unable to find zonename to 'setup' info for in script. uid: %d"
61bd68,string,"Unable to create car to place on top of trailer in script. uid: %d"
61bdac,string,"Attempting 'is_item_onscreen' on an illegal type: uid: %d"
61bde8,string,"style file contains unexpected number of fonts %d"
61be1c,string,"map has %d blocks too many "
61be38,string,"map has too many columns by %d words"
61be60,string,"Checking phone in missionscript without executing ANSWER_PHONE: uid: %d"
61bea8,string,"Line accessing destructor that hasn't been created: uid: %d"
61bee4,string,"Repeated special tile number : %d"
61bf08,string,"Invalid special tile number : %d"
61bf2c,string,"Line accessing generator that hasn't been created: uid: %d"
61bf68,string,"Line accessing conveyor that hasn't been created: uid: %d"
61bfa4,string,"Failed to create a crusher in script line: %d"
61bfd4,string,"Line accessing door that hasn't been created: uid: %d"
61c00c,string,"Attempted to point arrow at a 'logical' item, not a physical item. Script line: %d"
61c060,string,"Failed to create a destructor in script line: %d"
61c094,string,"Failed to create a generator in script line: %d"
61c0c4,string,"Failed to create a conveyor in script line: %d"
61c0f4,string,"Failed to create a crane in script line: %d"
61c120,string,"Attempting to do 'SET_GANG_INFO' on invalid gang name in script line: %d"
61c16c,string,"Line accessing arrow that hasn't been created: uid: %d"
61c1a4,string,"Line attempting to order driver out of car, but char isn't a driver!: %d"
61c1f0,string,"Line accessing crane that hasn't been created: uid: %d"
61c228,string,"Line accessing trigger that hasn't been created: uid: %d"
61c264,string,"Line accessing character with no group when it should have group: uid: %d"
61c2b0,string,"Line accessing counter that hasn't been created: uid: %d"
61c2ec,string,"Line accessing object that hasn't been created: uid: %d"
61c324,string,"Line accessing character that hasn't been created: uid: %d"
61c360,string,"Line accessing car that hasn't been created: uid: %d"
61c398,string,"Failed to create arrow in script: uid: %d"
61c3c4,string,"Illegal zone id in symbol table: %d"
61c3e8,string,"Failed to find a uid in script: uid: %d"
61c410,string,"Failed to create_a_character in script: uid: %d"
61c440,string,"Too many symbols at %d (max is 999)"
61c464,string,"assertion failure in %s(line %d): %s"
61c48c,string,"Releasing twice in release. List type %s"
61c4b8,string,"Releasing twice in release_passive. List type %s"
61c4ec,string,"Car model %d has invalid style data"
61c510,string,"Counter check failed for list type %s"
61c538,string,"Car already doing routefind, but requested another. Car ID: %d"
61c578,string,"Unallocated arrow handle : %d"
61c598,string,"Invalid arrow handle : %d"
61c5b4,string,"Invalid timer handle : %d"
61c5d0,string,"Too many X road segments. Num: %d"
61c5f4,string,"Too many Y road segments. Num: %d"
61c618,string,"Illegal index into turntable: %d"
61c63c,string,"Activating item twice. List type %s"
61c660,string,"Activating null ptr in activate. List type %s"
61c690,string,"Illegal device code for this machine: %d"
61c6bc,string,"object ID %d in collision with wall at safe position"
61c6f4,string,"car ID %d in collision with wall at safe position"
61c728,string,"String starts with end-of-line : %s"
61c74c,string,"Invalid text file : %s"
61c764,string,"Too characters in score : %d"
61c784,string,"Invalid player ID: %d"
61c79c,string,"Invalid score position: %d"
61c7b8,string,"Out of range route id: %d"
61c7d4,string,"Counter has out of bounds internal count: %d"
61c804,string,"Setting invalid zone information : %s"
61c82c,string,"Invalid score texture number : %d"
61c850,string,"Invalid cache number : %d"
61c86c,string,"Invalid tile texture: %d"
61c888,string,"Illegal Value for an angle: %d"
61c8a8,string,"Invalid door info number : %d"
61c8c8,string,"No free Sid for character %d"
61c8e8,string,"No rigid body in car ID %d"
61c904,string,"Object back pointer missing in sprite %d"
61c930,string,"Trying to 'pacify' a NULL list element. List type %s"
61c968,string,"Releasing null ptr in release_passive. List type %s"
61c99c,string,"Car model %d has too many doors"
61c9bc,string,"Attempt to kill an already dead mission thread. Debug line %d"
61c9fc,string,"Failed to create an object in scriptfile. Object type: %d"
61ca38,string,"check walls slope size too big : %d"
61ca5c,string,"no space for object model number %d"
61ca80,string,"object model number %d already added"
61caa8,string,"Invalid object model number : %d"
61cacc,string,"Collision box invalid in sprite %d"
61caf0,string,"No collision box in sprite %d"
61cb10,string,"Out of space for list type %s"
61cb30,string,"Event left unprocessed : %08X"
61cb50,string,"Invalid z coordinate : %d"
61cb6c,string,"Invalid grid height : %d"
61cb88,string,"Invalid grid width : %d"
61cba0,string,"Invalid player number : %d"
61cbbc,string,"Too many players at %d"
61cbd4,string,"Too many loaded object infos at %d"
61cbf8,string,"Failed to set fullscreen videomode: %d"
61cc20,string,"Invalid Videomode to search for: %d"
61cc44,string,"Replay File larger than maximum: size %d"
61cc70,string,"Invalid line (info:%d)"
61cc88,string,"Invalid switch in parameter list: %c"
61ccb0,string,"Invalid chunk size : %d"
61ccc8,string,"Out of memory allocating %d bytes"
61ccec,string,"File too large: %s exceeds max size by %d bytes"
61cd1c,string,"Invalid map object number: %d"
61cd3c,string,"car model %d has invalid gear speeds in gci file"
61cd70,string,"Zone not found : %s"
61cd84,string,"Invalid zone number: %d"
61cd9c,string,"Too many zones at %d (max is 999)"
61cdc0,string,"Invalid physical palette number: %d"
61cde4,string,"Unable to load DLL: %s"
61cdfc,string,"Invalid new tile number: %d"
61ce18,string,"Invalid tile number: %d"
61ce30,string,"Invalid font number: %d"
61ce48,string,"Invalid absolute virtual palette number: %d"
61ce74,string,"Invalid case : %d"
61ce88,string,"Too many sprites at %d"
61cea0,string,"Invalid absolute sprite number: %d"
61cec4,string,"Too many sprites with deltas at %d"
61cee8,string,"Sprite %d has multiple delta entries"
61cf10,string,"Invalid car model : %d"
61cf28,string,"List Error see Kivlin"
61cf40,string,"Error in reading image from targa file"
61cf68,string,"Couldn't read id from targa file"
61cf8c,string,"Width or height of targa file image is 0"
61cfb8,string,"Origin for targa file image not at (0,0)"
61cfe4,string,"Targa file has a palette - not expected"
61d00c,string,"Targa file does not have 16 bits per pixel"
61d038,string,"Wrong format for targa file - expecting 16 bit uncompressed"
61d074,string,"Targa file does not contain an image"
61d09c,string,"Couldn't allocate memory for targa file"
61d0c4,string,"Replay sync error"
61d0d8,string,"Attract mode replay file has no contents"
61d104,string,"Unable to handle attached ped"
61d124,string,"Multiplayer game type should be frag, tag or score (but isn't)"
61d164,string,"Invalid colour for line of credit text"
61d18c,string,"Unexpected size of frontend background image"
61d1bc,string,"Shouldn't be allowed to move to next level if it isn't opened"
61d1fc,string,"Shouldn't be allowed to move to next level if already on last level"
61d240,string,"Too many lines in credits (max is 600)"
61d268,string,"Too many characters in credits line (max is 50)"
61d298,string,"Couldn't open bink for playing movie"
61d2c0,string,"Couldn't open bink buffer for playing movie"
61d2ec,string,".scr filename in save game file does not match .scr filename in .seq for same level"
61d340,string,".sty filename in save game file does not match .sty filename in .seq for same level"
61d394,string,".gmp filename in save game file does not match .gmp filename in .seq for same level"
61d3e8,string,"The menu contains no valid options"
61d40c,string,"Unexpected label in .seq file - Check order and spelling"
61d448,string,"Data for a line in .seq file is too long"
61d474,string,"Undefined label in code for loading .seq file"
61d4a4,string,"Label in .seq file is too long"
61d4c4,string,"Line in .seq has been interrupted by newline before end"
61d4fc,string,"First character of line in .seq should be a letter"
61d530,string,"Each block in .seq file must be MAIN or BONUS"
61d560,string,"The .seq file has too many BONUS blocks defined for a particular city"
61d5a8,string,"There must be a MAIN block before any BONUS block in .seq file"
61d5e8,string,"The .seq file has too many MAIN blocks defined"
61d618,string,"Couldn't open .seq file in the data directory"
61d648,string,"There is more than one .seq file in the data directory"
61d680,string,"Couldn't find a .seq file in the data directory"
61d6b0,string,"Couldn't open file for keyboard type"
61d6d8,string,"Keyboard type not handled"
61d6f4,string,"Base change log overflow"
61d710,string,"Unable to create train: no more space! The game has too many trains/carriages/buses."
61d768,string,"Illegal Train Station: no platform zone"
61d790,string,"Error doing car routefind: no routefinder data in map."
61d7c8,string,"Pointing arrow at a no longer valid object"
61d7f4,string,"Pointing arrow at a no longer valid car"
61d81c,string,"Pointing arrow at a no longer valid character"
61d84c,string,"Invalid mission script file specified in Bob"
61d87c,string,"Invalid symbol data in symboltable buffer"
61d8a8,string,"Map not compressed"
61d8bc,string,"No Restart Zone"
61d8cc,string,"Too many messages"
61d8e0,string,"Too many arrows"
61d8f0,string,"Too many timers"
61d900,string,"Message text too long to wrap"
61d920,string,"Failed to launch 'GTA2 Manager' correctly."
61d94c,string,"No valid backcar for an car related struct."
61d978,string,"Trying to expand an empty node in routefinder."
61d9a8,string,"assertion failure in %s(line %d)"
61d9cc,string,"Trying to get unit of zero vector"
